단어(0) : 		품사 :  SW 
단어(18040) : 당새기		품사 : NNG 
단어(18041) : 빈틈		품사 : NNG 
단어(18042) : 십시		품사 : NNG 
단어(18043) : 마이클		품사 : NNP 
단어(18044) : 대내		품사 : NNG 
단어(18045) : 니라		품사 : EC 
단어(18046) : 유생		품사 : NNG 
단어(18047) : 戰栗		품사 : SH 
단어(18048) : 기여		품사 : NNG 
단어(18049) : 訓民正音		품사 : SH 
단어(18050) : 평론		품사 : NNG 
단어(18051) : 댕기		품사 : VV 
단어(18052) : 케첩		품사 : NNG 
단어(18053) : 유색		품사 : NNG 
단어(18054) : 육사		품사 : NNP NNG 
단어(18055) : 기에		품사 : EC 
단어(18056) : 주무르		품사 : VV 
단어(18057) : 더구나		품사 : MAJ 
단어(18058) : 장내		품사 : NNG 
단어(18059) : 地代		품사 : SH 
단어(18060) : 다면서		품사 : EC 
단어(18061) : 장남		품사 : NNG 
단어(18062) : 명작		품사 : NNG 
단어(18063) : 대남		품사 : NNG 
단어(18064) : 대납		품사 : NNG 
단어(18065) : 장기풍		품사 : NNP 
단어(18066) : 중고등학교		품사 : NNG 
단어(18067) : 몸소		품사 : MAG 
단어(18068) : 코스		품사 : NNG 
단어(18069) : 단독		품사 : NNG 
단어(18070) : 시멘트		품사 : NNG 
단어(18071) : 與黨		품사 : SH 
단어(18072) : 앞바다		품사 : NNG 
단어(18073) : 조폐창		품사 : NNP 
단어(18074) : 육상		품사 : NNG 
단어(18075) : 難題		품사 : SH 
단어(18076) : 후보자		품사 : NNG 
단어(18077) : 베로니카		품사 : NNP 
단어(18078) : 유서		품사 : NNG 
단어(18079) : 외해		품사 : NNG 
단어(18080) : 左		품사 : SH 
단어(18081) : 시스템		품사 : NNG 
단어(18082) : 입신양명		품사 : NNG 
단어(18083) : 돌아다니		품사 : VV 
단어(18084) : 잖니		품사 : EF 
단어(18085) : 가로지르		품사 : VV 
단어(18086) : 무늬		품사 : NNG 
단어(18087) : 입신출세		품사 : NNG 
단어(18088) : 오리건주		품사 : NNP 
단어(18089) : 시안		품사 : NNG 
단어(18090) : 좌변기		품사 : NNG 
단어(18091) : 잔대		품사 : NNG 
단어(18092) : 단돈		품사 : NNG 
단어(18093) : 탁봉호		품사 : NNP 
단어(18094) : 후포국교		품사 : NNP 
단어(18095) : 존스톤		품사 : NNP 
단어(18096) : 유세		품사 : NNG 
단어(18097) : 다음날		품사 : NNG 
단어(18098) : 市		품사 : SH 
단어(18099) : 기와		품사 : NNG 
단어(18100) : 웬일		품사 : NNG 
단어(18101) : 근처		품사 : NNG 
단어(18102) : 상파울루		품사 : NNP 
단어(18103) : 명저		품사 : NNG 
단어(18104) : 品骨		품사 : SH 
단어(18105) : 커크		품사 : NNP 
단어(18106) : 교황청		품사 : NNG 
단어(18107) : 뛰어넘		품사 : VV 
단어(18108) : 부총영사		품사 : NNG 
단어(18109) : 유선		품사 : NNG 
단어(18110) : 당뇨		품사 : NNG 
단어(18111) : 명제		품사 : NNG 
단어(18112) : 판박이		품사 : NNG 
단어(18113) : 브레즈네프		품사 : NNP 
단어(18114) : 장녀		품사 : NNG 
단어(18115) : 무단		품사 : NNG 
단어(18116) : 자연현상		품사 : NNG 
단어(18117) : 연평균		품사 : NNG 
단어(18118) : 명정		품사 : NNG 
단어(18119) : 용평리조트		품사 : NNP 
단어(18120) : 육성		품사 : NNG 
단어(18121) : 捕囚		품사 : SH 
단어(18122) : 쉼터		품사 : NNG 
단어(18123) : 흑석동		품사 : NNP 
단어(18124) : 재판소		품사 : NNG 
단어(18125) : 삼월이		품사 : NNP 
단어(18126) : 최장집		품사 : NNP 
단어(18127) : 승진		품사 : NNG 
단어(18128) : 음미		품사 : NNG 
단어(18129) : 명절		품사 : NNG 
단어(18130) : 帶		품사 : SH 
단어(18131) : 절충주의		품사 : NNG 
단어(18132) : 싱싱		품사 : XR 
단어(18133) : 뜨끔		품사 : XR 
단어(18134) : 빅토르		품사 : NNP 
단어(18135) : 시어		품사 : NNG 
단어(18136) : 유일신교		품사 : NNG 
단어(18137) : 엘리너		품사 : NNP 
단어(18138) : 참여자		품사 : NNG 
단어(18139) : 괴롭히		품사 : VV 
단어(18140) : 카르케미쉬		품사 : NNP 
단어(18141) : 자동		품사 : NNG 
단어(18142) : 무당		품사 : NNG 
단어(18143) : 中單衣		품사 : SH 
단어(18144) : Tylor		품사 : SL 
단어(18145) : 음반		품사 : NNG 
단어(18146) : 무대		품사 : NNG 
단어(18147) : 부조리		품사 : NNG 
단어(18148) : 聚徒或至千百		품사 : SH 
단어(18149) : 신앙		품사 : NNG 
단어(18150) : 식언		품사 : NNG 
단어(18151) : 오두막		품사 : NNG 
단어(18152) : 재난		품사 : NNG 
단어(18153) : 夏閑		품사 : SH 
단어(18154) : 不夜城		품사 : SH 
단어(18155) : 포드		품사 : NNP 
단어(18156) : 흠집		품사 : NNG 
단어(18157) : 기용		품사 : NNG 
단어(18158) : 유유상종		품사 : NNG 
단어(18159) : 考證的		품사 : SH 
단어(18160) : 작동		품사 : NNG 
단어(18161) : 신안		품사 : NNG 
단어(18162) : 폐렴		품사 : NNG 
단어(18163) : 동성혼		품사 : NNG 
단어(18164) : 北京		품사 : SH 
단어(18165) : 붙들리		품사 : VV 
단어(18166) : 우창이		품사 : NNP 
단어(18167) : 신약		품사 : NNG 
단어(18168) : 외형		품사 : NNG 
단어(18169) : 돼지죽		품사 : NNG 
단어(18170) : 이랑		품사 : JKB 
단어(18171) : 어야지		품사 : EF EC 
단어(18172) : 저러쿵		품사 : MAG 
단어(18173) : 특파원		품사 : NNG 
단어(18174) : 시연		품사 : NNG 
단어(18175) : 기운		품사 : NNG 
단어(18176) : 광화문		품사 : NNP 
단어(18177) : 中木		품사 : SH 
단어(18178) : 담당		품사 : NNG 
단어(18179) : 뛰어나		품사 : VA 
단어(18180) : 이란		품사 : JX NNP 
단어(18181) : 폐회식		품사 : NNG 
단어(18182) : 기우		품사 : NNG 
단어(18183) : 신애		품사 : NNG NNP 
단어(18184) : 양소유		품사 : NNP 
단어(18185) : 대농		품사 : NNP 
단어(18186) : 기울		품사 : VV 
단어(18187) : 다듬		품사 : VV 
단어(18188) : 잔돌		품사 : NNG 
단어(18189) : 와이셔츠		품사 : NNG 
단어(18190) : 영상물		품사 : NNG 
단어(18191) : 뉴스		품사 : NNG 
단어(18192) : 무덤		품사 : NNG 
단어(18193) : 문단		품사 : NNG 
단어(18194) : 식역		품사 : NNG 
단어(18195) : 다느니		품사 : EC 
단어(18196) : 느릅나무		품사 : NNG 
단어(18197) : 사회생활		품사 : NNG 
단어(18198) : 皆令讀小學孝經童子習等書		품사 : SH 
단어(18199) : 각고비위		품사 : NNG 
단어(18200) : 비분감		품사 : NNG 
단어(18201) : 기밀문서		품사 : NNG 
단어(18202) : 강호가도		품사 : NNG 
단어(18203) : 기원		품사 : NNG 
단어(18204) : 답답		품사 : XR 
단어(18205) : 명종		품사 : NNP 
단어(18206) : 떠나가		품사 : VV 
단어(18207) : 박영희		품사 : NNP 
단어(18208) : 김수복		품사 : NNP 
단어(18209) : 소르본대		품사 : NNP 
단어(18210) : 이래		품사 : NNB NNG 
단어(18211) : 요트		품사 : NNG 
단어(18212) : 龜旨峯		품사 : SH 
단어(18213) : 프리프로세서		품사 : NNG 
단어(18214) : 바우어		품사 : NNP 
단어(18215) : 동영상		품사 : NNG 
단어(18216) : 시옷		품사 : NNG 
단어(18217) : 의무		품사 : NNG 
단어(18218) : 외화		품사 : NNG 
단어(18219) : 인동초		품사 : NNG 
단어(18220) : 위압		품사 : NNG 
단어(18221) : 기독교방송		품사 : NNP 
단어(18222) : 수술비		품사 : NNG 
단어(18223) : 세탁소		품사 : NNG 
단어(18224) : 하이힐		품사 : NNG 
단어(18225) : 雲靴		품사 : SH 
단어(18226) : 상수원		품사 : NNG 
단어(18227) : 자두		품사 : NNG 
단어(18228) : 위안		품사 : NNG 
단어(18229) : 눈사람		품사 : NNG 
단어(18230) : 左翼		품사 : SH 
단어(18231) : 당당히		품사 : MAG 
단어(18232) : 설욕전		품사 : NNG 
단어(18233) : 비뇨기과		품사 : NNG 
단어(18234) : 이러		품사 : XR VV 
단어(18235) : 명지산		품사 : NNP 
단어(18236) : 유숙		품사 : NNG 
단어(18237) : 거미줄		품사 : NNG 
단어(18238) : 씨팔놈		품사 : NNG 
단어(18239) : 이런		품사 : MM 
단어(18240) : 유순		품사 : XR 
단어(18241) : 아무것		품사 : NNG 
단어(18242) : 中東		품사 : SH 
단어(18243) : 廳		품사 : SH 
단어(18244) : 긴요		품사 : XR 
단어(18245) : 言語觀		품사 : SH 
단어(18246) : 외환		품사 : NNG 
단어(18247) : 의문		품사 : NNG 
단어(18248) : 소리통		품사 : NNG 
단어(18249) : 염색체		품사 : NNG 
단어(18250) : 파크		품사 : NNG 
단어(18251) : 採乳		품사 : SH 
단어(18252) : 體質改善		품사 : SH 
단어(18253) : 不正		품사 : SH 
단어(18254) : 명주		품사 : NNG 
단어(18255) : 은빛		품사 : NNG 
단어(18256) : 시외		품사 : NNG 
단어(18257) : 무독		품사 : NNG 
단어(18258) : 문간방		품사 : NNG 
단어(18259) : 이렇		품사 : VA 
단어(18260) : 신열		품사 : NNG 
단어(18261) : 式		품사 : SH 
단어(18262) : 맞춤법		품사 : NNG 
단어(18263) : 김효석		품사 : NNP 
단어(18264) : 합격품		품사 : NNG 
단어(18265) : 파탄		품사 : NNG 
단어(18266) : 이력		품사 : NNG 
단어(18267) : 드래두		품사 : EC 
단어(18268) : 슈킹		품사 : NNG 
단어(18269) : 모양새		품사 : NNG 
단어(18270) : 不友不悌		품사 : SH 
단어(18271) : 당대		품사 : NNG 
단어(18272) : 음복		품사 : NNG 
단어(18273) : 잔소리		품사 : NNG 
단어(18274) : 歸家		품사 : SH 
단어(18275) : 당당		품사 : XR MAG 
단어(18276) : ㄴ다더니		품사 : EC 
단어(18277) : 싹싹		품사 : MAG 
단어(18278) : 몰아가		품사 : VV 
단어(18279) : 强		품사 : SH 
단어(18280) : 명경업		품사 : NNG 
단어(18281) : 양어장		품사 : NNG 
단어(18282) : 인터뷰		품사 : NNG 
단어(18283) : Lyer		품사 : SL 
단어(18284) : 기입		품사 : NNG 
단어(18285) : 몸져눕		품사 : VV 
단어(18286) : 식욕		품사 : NNG 
단어(18287) : 逆利用		품사 : SH 
단어(18288) : 돈뭉치		품사 : NNG 
단어(18289) : 都契長若有報官之事		품사 : SH 
단어(18290) : 有故		품사 : SH 
단어(18291) : 기이		품사 : XR 
단어(18292) : 몹시		품사 : MAG 
단어(18293) : 이례		품사 : NNG 
단어(18294) : 사로잡히		품사 : VV 
단어(18295) : 인텔리		품사 : NNG 
단어(18296) : 위엄		품사 : NNG 
단어(18297) : 聲容靜		품사 : SH 
단어(18298) : 기일		품사 : NNG 
단어(18299) : 밀어내		품사 : VV 
단어(18300) : 기인		품사 : NNG 
단어(18301) : 화누법		품사 : NNG 
단어(18302) : 이롭		품사 : VA 
단어(18303) : 국회의원		품사 : NNG 
단어(18304) : 메리놀회		품사 : NNP 
단어(18305) : 기재		품사 : NNG 
단어(18306) : 전도사		품사 : NNG 
단어(18307) : 사냥개		품사 : NNG 
단어(18308) : 시원		품사 : XR 
단어(18309) : 포위망		품사 : NNG 
단어(18310) : 선묘법		품사 : NNG 
단어(18311) : 이론		품사 : NNG 
단어(18312) : 식용		품사 : NNG 
단어(18313) : 기자		품사 : NNG 
단어(18314) : 그치		품사 : VV NP 
단어(18315) : 실업		품사 : NNG 
단어(18316) : 役		품사 : SH 
단어(18317) : 주목적		품사 : NNG 
단어(18318) : 동물학자		품사 : NNG 
단어(18319) : 비하		품사 : VV NNG 
단어(18320) : 들기름		품사 : NNG 
단어(18321) : 拘束		품사 : SH 
단어(18322) : 유습		품사 : NNG 
단어(18323) : 브라우론		품사 : NNP 
단어(18324) : 페레올		품사 : NNP 
단어(18325) : 귀하		품사 : VA NP 
단어(18326) : 일랑		품사 : JX 
단어(18327) : 국가과학기술자문회의		품사 : NNP 
단어(18328) : 徐		품사 : SH 
단어(18329) : 均一		품사 : SH 
단어(18330) : 실연		품사 : NNG 
단어(18331) : 주뉴욕		품사 : NNG 
단어(18332) : 마이카		품사 : NNG 
단어(18333) : 머리핀		품사 : NNG 
단어(18334) : 從		품사 : SH 
단어(18335) : 파렴치		품사 : NNG 
단어(18336) : 구이도		품사 : NNP 
단어(18337) : 合理性		품사 : SH 
단어(18338) : 잣대		품사 : NNG 
단어(18339) : 유식		품사 : NNG 
단어(18340) : 시위		품사 : NNG 
단어(18341) : 동파관		품사 : NNG 
단어(18342) : 흐트러지		품사 : VV 
단어(18343) : 홍덕기		품사 : NNP 
단어(18344) : 안식년		품사 : NNG 
단어(18345) : 인력		품사 : NNG 
단어(18346) : 으리라고		품사 : EC 
단어(18347) : 프로티아제		품사 : NNG 
단어(18348) : 대표단		품사 : NNG 
단어(18349) : 의미		품사 : NNG 
단어(18350) : 방사능		품사 : NNG 
단어(18351) : 기적		품사 : NNG 
단어(18352) : 잔등		품사 : NNG 
단어(18353) : 원청		품사 : NNG 
단어(18354) : 편법		품사 : NNG 
단어(18355) : 육신		품사 : NNG 
단어(18356) : 장님		품사 : NNG 
단어(18357) : 에우바		품사 : NNP 
단어(18358) : 신용		품사 : NNG 
단어(18359) : 평면		품사 : NNG 
단어(18360) : 비행		품사 : NNG 
단어(18361) : 發展方向		품사 : SH 
단어(18362) : 원천		품사 : NNG 
단어(18363) : 한결같이		품사 : MAG 
단어(18364) : 유신		품사 : NNG NNP 
단어(18365) : 으므로		품사 : EC 
단어(18366) : 경제난		품사 : NNG 
단어(18367) : 유실		품사 : NNG 
단어(18368) : 시금치		품사 : NNG 
단어(18369) : 農社		품사 : SH 
단어(18370) : 先農壇		품사 : SH 
단어(18371) : 대담		품사 : XR 
단어(18372) : 대답		품사 : NNG 
단어(18373) : 폐막		품사 : NNG 
단어(18374) : 시의		품사 : NNG 
단어(18375) : 긴장		품사 : NNG 
단어(18376) : 당돌		품사 : XR 
단어(18377) : 신원		품사 : NNG 
단어(18378) : 이루		품사 : VV MAG 
단어(18379) : 러일전쟁		품사 : NNP 
단어(18380) : 이룩		품사 : XR 
단어(18381) : 異姓養子		품사 : SH 
단어(18382) : 흑갈색		품사 : NNG 
단어(18383) : 장닭		품사 : NNG 
단어(18384) : 귀향		품사 : NNG 
단어(18385) : 기정		품사 : NNG 
단어(18386) : 인선난		품사 : NNG 
단어(18387) : 아우구스티누스		품사 : NNP 
단어(18388) : 거사련		품사 : NNG 
단어(18389) : 모여들		품사 : VV 
단어(18390) : 근친		품사 : NNG 
단어(18391) : 다는데		품사 : EC 
단어(18392) : 기점		품사 : NNG 
단어(18393) : 정신과		품사 : NNG 
단어(18394) : 장담		품사 : NNG 
단어(18395) : 기제		품사 : NNG 
단어(18396) : 운동가		품사 : NNG 
단어(18397) : 육실		품사 : NNG 
단어(18398) : 장단		품사 : NNG 
단어(18399) : 이환균		품사 : NNP 
단어(18400) : 당도		품사 : NNG 
단어(18401) : 아이오와		품사 : NNP 
단어(18402) : 모양		품사 : NNG 
단어(18403) : 대단		품사 : XR 
단어(18404) : 시인		품사 : NNG 
단어(18405) : 심야		품사 : NNG 
단어(18406) : 연평도		품사 : NNP 
단어(18407) : 소먹이		품사 : NNG 
단어(18408) : 先行		품사 : SH 
단어(18409) : 도로변		품사 : NNG 
단어(18410) : 쿠데타		품사 : NNG 
단어(18411) : 대대		품사 : NNG 
단어(18412) : 신출내기		품사 : NNG 
단어(18413) : 잔디		품사 : NNG 
단어(18414) : 비스마르크		품사 : NNP 
단어(18415) : 원초		품사 : NNG 
단어(18416) : 천하제일		품사 : NNG 
단어(18417) : 소용없		품사 : VA 
단어(18418) : 일렬		품사 : NNG 
단어(18419) : 길이		품사 : NNG 
단어(18420) : 경쟁사		품사 : NNG 
단어(18421) : 흉칙		품사 : XR NNG 
단어(18422) : 스치		품사 : VV 
단어(18423) : 시작		품사 : NNG 
단어(18424) : 金恩叔		품사 : SH 
단어(18425) : 일련		품사 : NNG 
단어(18426) : 시일		품사 : NNG 
단어(18427) : 물러서		품사 : VV 
단어(18428) : 후세인		품사 : NNP 
단어(18429) : 나타내		품사 : VV 
단어(18430) : 신위		품사 : NNG 
단어(18431) : 간경변		품사 : NNG 
단어(18432) : 무드		품사 : NNG 
단어(18433) : 커튼		품사 : NNG 
단어(18434) : 파출부		품사 : NNG 
단어(18435) : 힘쓰		품사 : VV 
단어(18436) : 北傀		품사 : SH 
단어(18437) : 다빈치		품사 : NNP 
단어(18438) : 면책		품사 : NNG 
단어(18439) : 꽃동네		품사 : NNP 
단어(18440) : 재판장		품사 : NNG 
단어(18441) : 명화섭		품사 : NNP 
단어(18442) : 응분		품사 : NNG 
단어(18443) : 식자		품사 : NNG 
단어(18444) : 웬지		품사 : MAG 
단어(18445) : 실존주의		품사 : NNG 
단어(18446) : 그러다가		품사 : MAJ 
단어(18447) : 커트		품사 : NNG 
단어(18448) : 운전석		품사 : NNG 
단어(18449) : 원청자		품사 : NNG 
단어(18450) : 시장		품사 : NNG 
단어(18451) : 기존		품사 : NNG 
단어(18452) : 위원		품사 : NNG 
단어(18453) : 기조		품사 : NNG 
단어(18454) : 인텔사		품사 : NNP 
단어(18455) : 마천동		품사 : NNP 
단어(18456) : 큰어머님		품사 : NNG 
단어(18457) : 실용		품사 : NNG 
단어(18458) : 재능		품사 : NNG 
단어(18459) : 의병		품사 : NNG 
단어(18460) : 미즈라히		품사 : NNP 
단어(18461) : 비호		품사 : NNG 
단어(18462) : 임란		품사 : NNP 
단어(18463) : 당중앙위		품사 : NNG 
단어(18464) : 문창국교		품사 : NNP 
단어(18465) : 되돌아가		품사 : VV 
단어(18466) : 코아		품사 : NNP 
단어(18467) : 큰어머니		품사 : NNG 
단어(18468) : 강점기		품사 : NNG 
단어(18469) : 비서실		품사 : NNG 
단어(18470) : 팬츠		품사 : NNG 
단어(18471) : 십억		품사 : NR 
단어(18472) : 不信素地		품사 : SH 
단어(18473) : 자영업		품사 : NNG 
단어(18474) : 보좌진		품사 : NNG 
단어(18475) : 연극인		품사 : NNG 
단어(18476) : 몰아내		품사 : VV 
단어(18477) : 일로		품사 : NNG 
단어(18478) : 미시간		품사 : NNP 
단어(18479) : 인텔샛		품사 : NNP 
단어(18480) : 이어령		품사 : NNP 
단어(18481) : 대자암		품사 : NNP 
단어(18482) : 上流		품사 : SH 
단어(18483) : 신인		품사 : NNG 
단어(18484) : 스캔들		품사 : NNG 
단어(18485) : 귀화		품사 : NNG 
단어(18486) : 의보		품사 : NNG 
단어(18487) : 李大釗		품사 : SH 
단어(18488) : 의복		품사 : NNG 
단어(18489) : 김영진		품사 : NNP 
단어(18490) : 비화		품사 : NNG 
단어(18491) : 이름		품사 : NNG 
단어(18492) : 차우셰스쿠		품사 : NNP 
단어(18493) : 지방색		품사 : NNG 
단어(18494) : 신이		품사 : NNG 
단어(18495) : 귀환		품사 : NNG 
단어(18496) : 어농리		품사 : NNP 
단어(18497) : 잡되		품사 : VA 
단어(18498) : 문둥병		품사 : NNG 
단어(18499) : 도서관		품사 : NNG 
단어(18500) : 白岳山		품사 : SH 
단어(18501) : 코앞		품사 : NNG 
단어(18502) : 보사부		품사 : NNG 
단어(18503) : Remarks		품사 : SL 
단어(18504) : 이르		품사 : VV VA 
